,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps,route_length,passenger_count,provider,total_price
43,43,306221900,306222383,1,23,3,2022-01-01 23:03:00,"[306221900, 306222385, 306222383]",2022-01-01 23:03:13.000,13.0,"{306221900: '2022-01-01 23:03:00', 306222385: '2022-01-01 23:03:06', 306222383: '2022-01-01 23:03:13'}",103.98632096963398,4,2,4.450723264815215
44,44,290333443,306221807,1,12,48,2022-01-01 12:48:00,"[290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807]",2022-01-01 12:53:44.800,344.8,"{290333443: '2022-01-01 12:48:00', 290333444: '2022-01-01 12:48:20', 304525639: '2022-01-01 12:48:40', 307663269: '2022-01-01 12:49:00', 307662889: '2022-01-01 12:49:21', 307662284: '2022-01-01 12:49:41', 309450366: '2022-01-01 12:50:01', 307662242: '2022-01-01 12:50:21', 306222128: '2022-01-01 12:50:42', 306222385: '2022-01-01 12:51:02', 306221900: '2022-01-01 12:51:22', 306225115: '2022-01-01 12:51:43', 306225011: '2022-01-01 12:52:03', 306225009: '2022-01-01 12:52:23', 306224552: '2022-01-01 12:52:43', 306225000: '2022-01-01 12:53:04', 306221765: '2022-01-01 12:53:24', 306221807: '2022-01-01 12:53:44'}",2842.8922730262843,1,1,5.690144652963043
45,45,306221765,308304288,1,20,0,2022-01-01 20:00:00,"[306221765, 306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 20:00:57.500,57.5,"{306221765: '2022-01-01 20:00:00', 306221807: '2022-01-01 20:00:11', 306221802: '2022-01-01 20:00:23', 306221804: '2022-01-01 20:00:34', 308304289: '2022-01-01 20:00:46', 308304288: '2022-01-01 20:00:57'}",476.9789889201661,3,2,4.450723264815215
46,46,290333444,309450229,1,16,22,2022-01-01 16:22:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229]",2022-01-01 16:26:18.500,258.5,"{290333444: '2022-01-01 16:22:00', 304525639: '2022-01-01 16:22:32', 307663269: '2022-01-01 16:23:04', 307662889: '2022-01-01 16:23:36', 307662284: '2022-01-01 16:24:09', 309450366: '2022-01-01 16:24:41', 307662242: '2022-01-01 16:25:13', 306222128: '2022-01-01 16:25:46', 309450229: '2022-01-01 16:26:18'}",2130.64691578136,2,1,5.690144652963043
47,47,306221807,306224552,1,4,28,2022-01-01 04:28:00,"[306221807, 306221765, 306225000, 306224552]",2022-01-01 04:28:14.200,14.2,"{306221807: '2022-01-01 04:28:00', 306221765: '2022-01-01 04:28:04', 306225000: '2022-01-01 04:28:09', 306224552: '2022-01-01 04:28:14'}",118.35026736949176,1,3,3.3802893059260857
48,48,307664242,309450340,1,5,4,2022-01-01 05:04:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 05:09:21.700,321.7,"{307664242: '2022-01-01 05:04:00', 307664257: '2022-01-01 05:04:24', 290333443: '2022-01-01 05:04:49', 290333444: '2022-01-01 05:05:14', 304525639: '2022-01-01 05:05:38', 307663269: '2022-01-01 05:06:03', 307662889: '2022-01-01 05:06:28', 307662284: '2022-01-01 05:06:53', 309450366: '2022-01-01 05:07:17', 307662242: '2022-01-01 05:07:42', 306222128: '2022-01-01 05:08:07', 309450229: '2022-01-01 05:08:32', 1633571571: '2022-01-01 05:08:56', 309450340: '2022-01-01 05:09:21'}",2629.698120162902,3,3,3.3802893059260857
49,49,306222383,306225115,1,19,58,2022-01-01 19:58:00,"[306222383, 306222385, 306221900, 306225115]",2022-01-01 19:58:26.600,26.6,"{306222383: '2022-01-01 19:58:00', 306222385: '2022-01-01 19:58:08', 306221900: '2022-01-01 19:58:17', 306225115: '2022-01-01 19:58:26'}",214.01562660982927,4,3,3.3802893059260857
50,50,306222385,306226719,1,15,13,2022-01-01 15:13:00,"[306222385, 306222128, 309450229, 306226719]",2022-01-01 15:13:26.000,26.0,"{306222385: '2022-01-01 15:13:00', 306222128: '2022-01-01 15:13:08', 309450229: '2022-01-01 15:13:17', 306226719: '2022-01-01 15:13:26'}",213.25346422449923,4,1,5.690144652963043
51,51,306221671,307662199,1,6,31,2022-01-01 06:31:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662198, 307662199]",2022-01-01 06:33:20.800,140.8,"{306221671: '2022-01-01 06:31:00', 306221807: '2022-01-01 06:31:08', 306221765: '2022-01-01 06:31:17', 306225000: '2022-01-01 06:31:26', 306224552: '2022-01-01 06:31:35', 306225009: '2022-01-01 06:31:44', 306225011: '2022-01-01 06:31:52', 306225115: '2022-01-01 06:32:01', 306221900: '2022-01-01 06:32:10', 306222385: '2022-01-01 06:32:19', 306222128: '2022-01-01 06:32:28', 307662242: '2022-01-01 06:32:36', 309450366: '2022-01-01 06:32:45', 307662284: '2022-01-01 06:32:54', 307661801: '2022-01-01 06:33:03', 307662198: '2022-01-01 06:33:12', 307662199: '2022-01-01 06:33:20'}",1160.0203761446203,4,1,5.690144652963043
52,52,306221807,306221804,1,3,34,2022-01-01 03:34:00,"[306221807, 306221802, 306221804]",2022-01-01 03:34:17.500,17.5,"{306221807: '2022-01-01 03:34:00', 306221802: '2022-01-01 03:34:08', 306221804: '2022-01-01 03:34:17'}",144.55303539757324,2,3,3.3802893059260857
53,53,3023405360,306221941,1,16,47,2022-01-01 16:47:00,"[3023405360, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306222676, 306221941]",2022-01-01 16:48:13.700,73.7,"{3023405360: '2022-01-01 16:47:00', 306221765: '2022-01-01 16:47:09', 306225000: '2022-01-01 16:47:18', 306224552: '2022-01-01 16:47:27', 306225009: '2022-01-01 16:47:36', 306225011: '2022-01-01 16:47:46', 306225115: '2022-01-01 16:47:55', 306222676: '2022-01-01 16:48:04', 306221941: '2022-01-01 16:48:13'}",596.6964509855342,2,3,3.3802893059260857
54,54,307664257,306222128,1,4,4,2022-01-01 04:04:00,"[307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128]",2022-01-01 04:08:25.600,265.6,"{307664257: '2022-01-01 04:04:00', 290333443: '2022-01-01 04:04:29', 290333444: '2022-01-01 04:04:59', 304525639: '2022-01-01 04:05:28', 307663269: '2022-01-01 04:05:58', 307662889: '2022-01-01 04:06:27', 307662284: '2022-01-01 04:06:57', 309450366: '2022-01-01 04:07:26', 307662242: '2022-01-01 04:07:56', 306222128: '2022-01-01 04:08:25'}",2190.380338763741,3,3,3.3802893059260857
55,55,307662889,308304289,1,19,25,2022-01-01 19:25:00,"[307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 19:29:28.900,268.9,"{307662889: '2022-01-01 19:25:00', 307662284: '2022-01-01 19:25:17', 309450366: '2022-01-01 19:25:35', 307662242: '2022-01-01 19:25:53', 306222128: '2022-01-01 19:26:11', 306222385: '2022-01-01 19:26:29', 306221900: '2022-01-01 19:26:47', 306225115: '2022-01-01 19:27:05', 306225011: '2022-01-01 19:27:23', 306221653: '2022-01-01 19:27:41', 306225000: '2022-01-01 19:27:59', 306221765: '2022-01-01 19:28:17', 306221807: '2022-01-01 19:28:35', 306221802: '2022-01-01 19:28:53', 306221804: '2022-01-01 19:29:10', 308304289: '2022-01-01 19:29:28'}",2218.409623558471,1,3,3.3802893059260857
56,56,306218723,309441562,1,4,23,2022-01-01 04:23:00,"[306218723, 308304289, 309441548, 309441562]",2022-01-01 04:25:57.100,177.1,"{306218723: '2022-01-01 04:23:00', 308304289: '2022-01-01 04:23:59', 309441548: '2022-01-01 04:24:58', 309441562: '2022-01-01 04:25:57'}",1459.547130376937,3,2,4.450723264815215
57,57,309441548,399384843,1,7,16,2022-01-01 07:16:00,"[309441548, 309441562, 309441547, 306221950, 399384843]",2022-01-01 07:17:14.700,74.7,"{309441548: '2022-01-01 07:16:00', 309441562: '2022-01-01 07:16:18', 309441547: '2022-01-01 07:16:37', 306221950: '2022-01-01 07:16:56', 399384843: '2022-01-01 07:17:14'}",616.0940343027803,1,2,4.450723264815215
58,58,306218723,307664257,1,0,18,2022-01-01 00:18:00,"[306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257]",2022-01-01 00:24:51.000,411.0,"{306218723: '2022-01-01 00:18:00', 306222462: '2022-01-01 00:18:31', 306226719: '2022-01-01 00:19:03', 309450229: '2022-01-01 00:19:34', 306222128: '2022-01-01 00:20:06', 307662242: '2022-01-01 00:20:38', 309450366: '2022-01-01 00:21:09', 307662284: '2022-01-01 00:21:41', 307662889: '2022-01-01 00:22:12', 307663269: '2022-01-01 00:22:44', 304525639: '2022-01-01 00:23:16', 290333444: '2022-01-01 00:23:47', 290333443: '2022-01-01 00:24:19', 307664257: '2022-01-01 00:24:51'}",3378.7119900368016,1,3,3.3802893059260857
59,59,306222385,309441562,1,23,15,2022-01-01 23:15:00,"[306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547, 309441548, 309441562]",2022-01-01 23:16:33.000,93.0,"{306222385: '2022-01-01 23:15:00', 306221900: '2022-01-01 23:15:10', 306221960: '2022-01-01 23:15:20', 306222676: '2022-01-01 23:15:30', 306221941: '2022-01-01 23:15:41', 399384843: '2022-01-01 23:15:51', 306221950: '2022-01-01 23:16:01', 309441547: '2022-01-01 23:16:12', 309441548: '2022-01-01 23:16:22', 309441562: '2022-01-01 23:16:33'}",768.7740734695747,1,1,5.690144652963043
60,60,7756059875,306225009,1,16,16,2022-01-01 16:16:00,"[7756059875, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009]",2022-01-01 16:18:01.300,121.3,"{7756059875: '2022-01-01 16:16:00', 307662149: '2022-01-01 16:16:11', 307661801: '2022-01-01 16:16:22', 307662284: '2022-01-01 16:16:33', 309450366: '2022-01-01 16:16:44', 307662242: '2022-01-01 16:16:55', 306222128: '2022-01-01 16:17:06', 306222385: '2022-01-01 16:17:17', 306221900: '2022-01-01 16:17:28', 306225115: '2022-01-01 16:17:39', 306225011: '2022-01-01 16:17:50', 306225009: '2022-01-01 16:18:01'}",946.5638596465199,3,3,3.3802893059260857
61,61,307664242,308304289,1,16,59,2022-01-01 16:59:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 17:06:11.000,431.0,"{307664242: '2022-01-01 16:59:00', 307664257: '2022-01-01 16:59:20', 290333443: '2022-01-01 16:59:41', 290333444: '2022-01-01 17:00:01', 304525639: '2022-01-01 17:00:22', 307663269: '2022-01-01 17:00:42', 307662889: '2022-01-01 17:01:03', 307662284: '2022-01-01 17:01:23', 309450366: '2022-01-01 17:01:44', 307662242: '2022-01-01 17:02:04', 306222128: '2022-01-01 17:02:25', 306222385: '2022-01-01 17:02:45', 306221900: '2022-01-01 17:03:06', 306225115: '2022-01-01 17:03:26', 306225011: '2022-01-01 17:03:47', 306221653: '2022-01-01 17:04:07', 306225000: '2022-01-01 17:04:28', 306221765: '2022-01-01 17:04:48', 306221807: '2022-01-01 17:05:09', 306221802: '2022-01-01 17:05:29', 306221804: '2022-01-01 17:05:50', 308304289: '2022-01-01 17:06:11'}",3526.9392548383507,2,1,5.690144652963043
62,62,307662199,306218723,1,17,43,2022-01-01 17:43:00,"[307662199, 307662198, 307661801, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462, 306218723]",2022-01-01 17:46:11.900,191.9,"{307662199: '2022-01-01 17:43:00', 307662198: '2022-01-01 17:43:19', 307661801: '2022-01-01 17:43:38', 307662284: '2022-01-01 17:43:57', 309450366: '2022-01-01 17:44:16', 307662242: '2022-01-01 17:44:35', 306222128: '2022-01-01 17:44:55', 309450229: '2022-01-01 17:45:14', 306226719: '2022-01-01 17:45:33', 306222462: '2022-01-01 17:45:52', 306218723: '2022-01-01 17:46:11'}",1573.2087520338437,1,3,3.3802893059260857
63,63,308304288,306221671,1,20,0,2022-01-01 20:00:00,"[308304288, 308304289, 306221804, 306221802, 306221807, 306221671]",2022-01-01 20:00:57.300,57.3,"{308304288: '2022-01-01 20:00:00', 308304289: '2022-01-01 20:00:11', 306221804: '2022-01-01 20:00:22', 306221802: '2022-01-01 20:00:34', 306221807: '2022-01-01 20:00:45', 306221671: '2022-01-01 20:00:57'}",471.9874301578611,3,2,4.450723264815215
64,64,354863308,306222676,1,18,49,2022-01-01 18:49:00,"[354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676]",2022-01-01 18:49:41.700,41.7,"{354863308: '2022-01-01 18:49:00', 1633571571: '2022-01-01 18:49:05', 309450229: '2022-01-01 18:49:11', 306222128: '2022-01-01 18:49:17', 306222385: '2022-01-01 18:49:23', 306221900: '2022-01-01 18:49:29', 306221960: '2022-01-01 18:49:35', 306222676: '2022-01-01 18:49:41'}",346.5527977868968,2,1,5.690144652963043
65,65,309450234,306222128,1,12,38,2022-01-01 12:38:00,"[309450234, 354863308, 1633571571, 309450229, 306222128]",2022-01-01 12:38:26.300,26.3,"{309450234: '2022-01-01 12:38:00', 354863308: '2022-01-01 12:38:06', 1633571571: '2022-01-01 12:38:13', 309450229: '2022-01-01 12:38:19', 306222128: '2022-01-01 12:38:26'}",219.08497458076755,3,1,5.690144652963043
66,66,306221765,307662199,1,3,38,2022-01-01 03:38:00,"[306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662198, 307662199]",2022-01-01 03:40:00.000,120.0,"{306221765: '2022-01-01 03:38:00', 306225000: '2022-01-01 03:38:09', 306221653: '2022-01-01 03:38:18', 306225011: '2022-01-01 03:38:27', 306225115: '2022-01-01 03:38:36', 306221900: '2022-01-01 03:38:46', 306222385: '2022-01-01 03:38:55', 306222128: '2022-01-01 03:39:04', 307662242: '2022-01-01 03:39:13', 309450366: '2022-01-01 03:39:23', 307662284: '2022-01-01 03:39:32', 307661801: '2022-01-01 03:39:41', 307662198: '2022-01-01 03:39:50', 307662199: '2022-01-01 03:40:00'}",985.424529983816,4,2,4.450723264815215
67,67,280324491,308304289,1,0,27,2022-01-01 00:27:00,"[280324491, 280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 00:33:33.700,393.7,"{280324491: '2022-01-01 00:27:00', 280324485: '2022-01-01 00:27:23', 307662889: '2022-01-01 00:27:46', 307662284: '2022-01-01 00:28:09', 309450366: '2022-01-01 00:28:32', 307662242: '2022-01-01 00:28:55', 306222128: '2022-01-01 00:29:18', 306222385: '2022-01-01 00:29:42', 306221900: '2022-01-01 00:30:05', 306225115: '2022-01-01 00:30:28', 306225011: '2022-01-01 00:30:51', 306221653: '2022-01-01 00:31:14', 306225000: '2022-01-01 00:31:37', 306221765: '2022-01-01 00:32:01', 306221807: '2022-01-01 00:32:24', 306221802: '2022-01-01 00:32:47', 306221804: '2022-01-01 00:33:10', 308304289: '2022-01-01 00:33:33'}",3243.5341584582598,1,2,4.450723264815215
68,68,306221950,309441547,1,8,5,2022-01-01 08:05:00,"[306221950, 309441547]",2022-01-01 08:05:49.200,49.2,"{306221950: '2022-01-01 08:05:00', 309441547: '2022-01-01 08:05:49'}",409.75780165750456,3,2,4.450723264815215
69,69,306221807,304525639,1,2,16,2022-01-01 02:16:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639]",2022-01-01 02:21:19.400,319.4,"{306221807: '2022-01-01 02:16:00', 306221765: '2022-01-01 02:16:21', 306225000: '2022-01-01 02:16:42', 306224552: '2022-01-01 02:17:03', 306225009: '2022-01-01 02:17:25', 306225011: '2022-01-01 02:17:46', 306225115: '2022-01-01 02:18:07', 306221900: '2022-01-01 02:18:29', 306222385: '2022-01-01 02:18:50', 306222128: '2022-01-01 02:19:11', 307662242: '2022-01-01 02:19:32', 309450366: '2022-01-01 02:19:54', 307662284: '2022-01-01 02:20:15', 307662889: '2022-01-01 02:20:36', 307663269: '2022-01-01 02:20:58', 304525639: '2022-01-01 02:21:19'}",2635.018776453624,1,1,5.690144652963043
70,70,306221671,7756059836,1,18,8,2022-01-01 18:08:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 18:10:33.200,153.2,"{306221671: '2022-01-01 18:08:00', 306221807: '2022-01-01 18:08:09', 306221765: '2022-01-01 18:08:18', 306225000: '2022-01-01 18:08:27', 306224552: '2022-01-01 18:08:36', 306225009: '2022-01-01 18:08:45', 306225011: '2022-01-01 18:08:54', 306225115: '2022-01-01 18:09:03', 306221900: '2022-01-01 18:09:12', 306222385: '2022-01-01 18:09:21', 306222128: '2022-01-01 18:09:30', 307662242: '2022-01-01 18:09:39', 309450366: '2022-01-01 18:09:48', 307662284: '2022-01-01 18:09:57', 307661801: '2022-01-01 18:10:06', 307662149: '2022-01-01 18:10:15', 7756059845: '2022-01-01 18:10:24', 7756059836: '2022-01-01 18:10:33'}",1259.5177807957016,2,2,4.450723264815215
71,71,7756059834,280324476,1,16,53,2022-01-01 16:53:00,"[7756059834, 7756059836, 7756059845, 307662149, 307661801, 307662284, 307662889, 280324485, 280324476]",2022-01-01 16:57:39.500,279.5,"{7756059834: '2022-01-01 16:53:00', 7756059836: '2022-01-01 16:53:34', 7756059845: '2022-01-01 16:54:09', 307662149: '2022-01-01 16:54:44', 307661801: '2022-01-01 16:55:19', 307662284: '2022-01-01 16:55:54', 307662889: '2022-01-01 16:56:29', 280324485: '2022-01-01 16:57:04', 280324476: '2022-01-01 16:57:39'}",2261.1850967939254,4,3,3.3802893059260857
72,72,1479963453,290333444,1,14,12,2022-01-01 14:12:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 14:19:10.100,430.1,"{1479963453: '2022-01-01 14:12:00', 309441562: '2022-01-01 14:12:25', 309441547: '2022-01-01 14:12:50', 306221950: '2022-01-01 14:13:15', 399384843: '2022-01-01 14:13:41', 306221941: '2022-01-01 14:14:06', 306222676: '2022-01-01 14:14:31', 306221960: '2022-01-01 14:14:57', 306221900: '2022-01-01 14:15:22', 306222385: '2022-01-01 14:15:47', 306222128: '2022-01-01 14:16:13', 307662242: '2022-01-01 14:16:38', 309450366: '2022-01-01 14:17:03', 307662284: '2022-01-01 14:17:28', 307662889: '2022-01-01 14:17:54', 307663269: '2022-01-01 14:18:19', 304525639: '2022-01-01 14:18:44', 290333444: '2022-01-01 14:19:10'}",3548.9427451557203,4,1,5.690144652963043
73,73,306221950,297675884,1,1,7,2022-01-01 01:07:00,"[306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884]",2022-01-01 01:11:47.900,287.9,"{306221950: '2022-01-01 01:07:00', 399384843: '2022-01-01 01:07:22', 306221941: '2022-01-01 01:07:44', 306222676: '2022-01-01 01:08:06', 306221960: '2022-01-01 01:08:28', 306221900: '2022-01-01 01:08:50', 306222385: '2022-01-01 01:09:12', 306222128: '2022-01-01 01:09:35', 307662242: '2022-01-01 01:09:57', 309450366: '2022-01-01 01:10:19', 307662284: '2022-01-01 01:10:41', 307662889: '2022-01-01 01:11:03', 307663269: '2022-01-01 01:11:25', 297675884: '2022-01-01 01:11:47'}",2378.84112677662,3,1,5.690144652963043
74,74,307664257,3023405356,1,13,28,2022-01-01 13:28:00,"[307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 13:34:07.000,367.0,"{307664257: '2022-01-01 13:28:00', 290333443: '2022-01-01 13:28:19', 290333444: '2022-01-01 13:28:38', 304525639: '2022-01-01 13:28:57', 307663269: '2022-01-01 13:29:17', 307662889: '2022-01-01 13:29:36', 307662284: '2022-01-01 13:29:55', 309450366: '2022-01-01 13:30:15', 307662242: '2022-01-01 13:30:34', 306222128: '2022-01-01 13:30:53', 306222385: '2022-01-01 13:31:13', 306221900: '2022-01-01 13:31:32', 306225115: '2022-01-01 13:31:51', 306225011: '2022-01-01 13:32:11', 306221653: '2022-01-01 13:32:30', 306225000: '2022-01-01 13:32:49', 306221765: '2022-01-01 13:33:09', 306221807: '2022-01-01 13:33:28', 306221802: '2022-01-01 13:33:47', 3023405356: '2022-01-01 13:34:07'}",3021.9138942215754,3,2,4.450723264815215
