,Pickup Square,Dropoff Square,Pickup Time,Pickup Hour,Pickup Minute,Pickup Weekday,Pickup Coordinates,Dropoff Coordinates,Manhattan Distance,Paths,Path Timestamp
56,42,73,2021-01-01 13:23:00,1,23,4,"(2, 4)","(3, 7)",4,"[[2, 4], [3, 4], [3, 5], [3, 6], [3, 7]]","{(2, 4): '2021-01-01 13:23:00', (3, 4): '2021-01-01 13:24:00', (3, 5): '2021-01-01 13:25:00', (3, 6): '2021-01-01 13:26:00', (3, 7): '2021-01-01 13:27:00'}"
57,88,91,2021-01-01 12:02:00,0,2,6,"(8, 8)","(1, 9)",8,"[[8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [1, 8], [1, 9]]","{(8, 8): '2021-01-01 12:02:00', (7, 8): '2021-01-01 12:03:00', (6, 8): '2021-01-01 12:04:00', (5, 8): '2021-01-01 12:05:00', (4, 8): '2021-01-01 12:06:00', (3, 8): '2021-01-01 12:07:00', (2, 8): '2021-01-01 12:08:00', (1, 8): '2021-01-01 12:09:00', (1, 9): '2021-01-01 12:10:00'}"
58,79,93,2021-01-02 11:08:00,23,8,5,"(9, 7)","(3, 9)",8,"[[9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9]]","{(9, 7): '2021-01-02 11:08:00', (8, 7): '2021-01-02 11:09:00', (7, 7): '2021-01-02 11:10:00', (6, 7): '2021-01-02 11:11:00', (5, 7): '2021-01-02 11:12:00', (4, 7): '2021-01-02 11:13:00', (3, 7): '2021-01-02 11:14:00', (3, 8): '2021-01-02 11:15:00', (3, 9): '2021-01-02 11:16:00'}"
59,35,27,2021-01-01 15:53:00,3,53,2,"(5, 3)","(7, 2)",3,"[[5, 3], [6, 3], [7, 3], [7, 2]]","{(5, 3): '2021-01-01 15:53:00', (6, 3): '2021-01-01 15:54:00', (7, 3): '2021-01-01 15:55:00', (7, 2): '2021-01-01 15:56:00'}"
60,1,78,2021-01-02 01:34:00,13,34,1,"(1, 0)","(8, 7)",14,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [8, 5], [8, 6], [8, 7]]","{(1, 0): '2021-01-02 01:34:00', (2, 0): '2021-01-02 01:35:00', (3, 0): '2021-01-02 01:36:00', (4, 0): '2021-01-02 01:37:00', (5, 0): '2021-01-02 01:38:00', (6, 0): '2021-01-02 01:39:00', (7, 0): '2021-01-02 01:40:00', (8, 0): '2021-01-02 01:41:00', (8, 1): '2021-01-02 01:42:00', (8, 2): '2021-01-02 01:43:00', (8, 3): '2021-01-02 01:44:00', (8, 4): '2021-01-02 01:45:00', (8, 5): '2021-01-02 01:46:00', (8, 6): '2021-01-02 01:47:00', (8, 7): '2021-01-02 01:48:00'}"
61,29,53,2021-01-02 06:36:00,18,36,2,"(9, 2)","(3, 5)",9,"[[9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [3, 3], [3, 4], [3, 5]]","{(9, 2): '2021-01-02 06:36:00', (8, 2): '2021-01-02 06:37:00', (7, 2): '2021-01-02 06:38:00', (6, 2): '2021-01-02 06:39:00', (5, 2): '2021-01-02 06:40:00', (4, 2): '2021-01-02 06:41:00', (3, 2): '2021-01-02 06:42:00', (3, 3): '2021-01-02 06:43:00', (3, 4): '2021-01-02 06:44:00', (3, 5): '2021-01-02 06:45:00'}"
62,69,60,2021-01-01 14:39:00,2,39,3,"(9, 6)","(0, 6)",9,"[[9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [0, 6]]","{(9, 6): '2021-01-01 14:39:00', (8, 6): '2021-01-01 14:40:00', (7, 6): '2021-01-01 14:41:00', (6, 6): '2021-01-01 14:42:00', (5, 6): '2021-01-01 14:43:00', (4, 6): '2021-01-01 14:44:00', (3, 6): '2021-01-01 14:45:00', (2, 6): '2021-01-01 14:46:00', (1, 6): '2021-01-01 14:47:00', (0, 6): '2021-01-01 14:48:00'}"
63,0,82,2021-01-01 18:55:00,6,55,2,"(0, 0)","(2, 8)",10,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8]]","{(0, 0): '2021-01-01 18:55:00', (1, 0): '2021-01-01 18:56:00', (2, 0): '2021-01-01 18:57:00', (2, 1): '2021-01-01 18:58:00', (2, 2): '2021-01-01 18:59:00', (2, 3): '2021-01-01 19:00:00', (2, 4): '2021-01-01 19:01:00', (2, 5): '2021-01-01 19:02:00', (2, 6): '2021-01-01 19:03:00', (2, 7): '2021-01-01 19:04:00', (2, 8): '2021-01-01 19:05:00'}"
64,79,73,2021-01-02 06:59:00,18,59,4,"(9, 7)","(3, 7)",6,"[[9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7]]","{(9, 7): '2021-01-02 06:59:00', (8, 7): '2021-01-02 07:00:00', (7, 7): '2021-01-02 07:01:00', (6, 7): '2021-01-02 07:02:00', (5, 7): '2021-01-02 07:03:00', (4, 7): '2021-01-02 07:04:00', (3, 7): '2021-01-02 07:05:00'}"
65,67,23,2021-01-01 19:20:00,7,20,1,"(7, 6)","(3, 2)",8,"[[7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2]]","{(7, 6): '2021-01-01 19:20:00', (6, 6): '2021-01-01 19:21:00', (5, 6): '2021-01-01 19:22:00', (4, 6): '2021-01-01 19:23:00', (3, 6): '2021-01-01 19:24:00', (3, 5): '2021-01-01 19:25:00', (3, 4): '2021-01-01 19:26:00', (3, 3): '2021-01-01 19:27:00', (3, 2): '2021-01-01 19:28:00'}"
66,29,27,2021-01-01 19:07:00,7,7,0,"(9, 2)","(7, 2)",2,"[[9, 2], [8, 2], [7, 2]]","{(9, 2): '2021-01-01 19:07:00', (8, 2): '2021-01-01 19:08:00', (7, 2): '2021-01-01 19:09:00'}"
67,46,41,2021-01-01 16:57:00,4,57,4,"(6, 4)","(1, 4)",5,"[[6, 4], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4]]","{(6, 4): '2021-01-01 16:57:00', (5, 4): '2021-01-01 16:58:00', (4, 4): '2021-01-01 16:59:00', (3, 4): '2021-01-01 17:00:00', (2, 4): '2021-01-01 17:01:00', (1, 4): '2021-01-01 17:02:00'}"
68,84,2,2021-01-02 05:10:00,17,10,0,"(4, 8)","(2, 0)",10,"[[4, 8], [3, 8], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1], [2, 0]]","{(4, 8): '2021-01-02 05:10:00', (3, 8): '2021-01-02 05:11:00', (2, 8): '2021-01-02 05:12:00', (2, 7): '2021-01-02 05:13:00', (2, 6): '2021-01-02 05:14:00', (2, 5): '2021-01-02 05:15:00', (2, 4): '2021-01-02 05:16:00', (2, 3): '2021-01-02 05:17:00', (2, 2): '2021-01-02 05:18:00', (2, 1): '2021-01-02 05:19:00', (2, 0): '2021-01-02 05:20:00'}"
69,50,79,2021-01-02 01:19:00,13,19,6,"(0, 5)","(9, 7)",11,"[[0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [9, 6], [9, 7]]","{(0, 5): '2021-01-02 01:19:00', (1, 5): '2021-01-02 01:20:00', (2, 5): '2021-01-02 01:21:00', (3, 5): '2021-01-02 01:22:00', (4, 5): '2021-01-02 01:23:00', (5, 5): '2021-01-02 01:24:00', (6, 5): '2021-01-02 01:25:00', (7, 5): '2021-01-02 01:26:00', (8, 5): '2021-01-02 01:27:00', (9, 5): '2021-01-02 01:28:00', (9, 6): '2021-01-02 01:29:00', (9, 7): '2021-01-02 01:30:00'}"
70,64,78,2021-01-01 20:36:00,8,36,6,"(4, 6)","(8, 7)",5,"[[4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [8, 7]]","{(4, 6): '2021-01-01 20:36:00', (5, 6): '2021-01-01 20:37:00', (6, 6): '2021-01-01 20:38:00', (7, 6): '2021-01-01 20:39:00', (8, 6): '2021-01-01 20:40:00', (8, 7): '2021-01-01 20:41:00'}"
71,97,84,2021-01-02 07:24:00,19,24,1,"(7, 9)","(4, 8)",4,"[[7, 9], [6, 9], [5, 9], [4, 9], [4, 8]]","{(7, 9): '2021-01-02 07:24:00', (6, 9): '2021-01-02 07:25:00', (5, 9): '2021-01-02 07:26:00', (4, 9): '2021-01-02 07:27:00', (4, 8): '2021-01-02 07:28:00'}"
72,60,21,2021-01-01 12:24:00,0,24,5,"(0, 6)","(1, 2)",5,"[[0, 6], [1, 6], [1, 5], [1, 4], [1, 3], [1, 2]]","{(0, 6): '2021-01-01 12:24:00', (1, 6): '2021-01-01 12:25:00', (1, 5): '2021-01-01 12:26:00', (1, 4): '2021-01-01 12:27:00', (1, 3): '2021-01-01 12:28:00', (1, 2): '2021-01-01 12:29:00'}"
73,73,46,2021-01-01 23:27:00,11,27,6,"(3, 7)","(6, 4)",6,"[[3, 7], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [6, 4]]","{(3, 7): '2021-01-01 23:27:00', (4, 7): '2021-01-01 23:28:00', (5, 7): '2021-01-01 23:29:00', (6, 7): '2021-01-01 23:30:00', (6, 6): '2021-01-01 23:31:00', (6, 5): '2021-01-01 23:32:00', (6, 4): '2021-01-01 23:33:00'}"
74,7,22,2021-01-01 13:26:00,1,26,6,"(7, 0)","(2, 2)",7,"[[7, 0], [6, 0], [5, 0], [4, 0], [3, 0], [2, 0], [2, 1], [2, 2]]","{(7, 0): '2021-01-01 13:26:00', (6, 0): '2021-01-01 13:27:00', (5, 0): '2021-01-01 13:28:00', (4, 0): '2021-01-01 13:29:00', (3, 0): '2021-01-01 13:30:00', (2, 0): '2021-01-01 13:31:00', (2, 1): '2021-01-01 13:32:00', (2, 2): '2021-01-01 13:33:00'}"
75,63,65,2021-01-01 12:19:00,0,19,0,"(3, 6)","(5, 6)",2,"[[3, 6], [4, 6], [5, 6]]","{(3, 6): '2021-01-01 12:19:00', (4, 6): '2021-01-01 12:20:00', (5, 6): '2021-01-01 12:21:00'}"
76,55,74,2021-01-01 13:03:00,1,3,0,"(5, 5)","(4, 7)",3,"[[5, 5], [4, 5], [4, 6], [4, 7]]","{(5, 5): '2021-01-01 13:03:00', (4, 5): '2021-01-01 13:04:00', (4, 6): '2021-01-01 13:05:00', (4, 7): '2021-01-01 13:06:00'}"
77,92,68,2021-01-01 17:24:00,5,24,5,"(2, 9)","(8, 6)",9,"[[2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [8, 8], [8, 7], [8, 6]]","{(2, 9): '2021-01-01 17:24:00', (3, 9): '2021-01-01 17:25:00', (4, 9): '2021-01-01 17:26:00', (5, 9): '2021-01-01 17:27:00', (6, 9): '2021-01-01 17:28:00', (7, 9): '2021-01-01 17:29:00', (8, 9): '2021-01-01 17:30:00', (8, 8): '2021-01-01 17:31:00', (8, 7): '2021-01-01 17:32:00', (8, 6): '2021-01-01 17:33:00'}"
78,39,90,2021-01-01 23:27:00,11,27,5,"(9, 3)","(0, 9)",15,"[[9, 3], [8, 3], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9]]","{(9, 3): '2021-01-01 23:27:00', (8, 3): '2021-01-01 23:28:00', (7, 3): '2021-01-01 23:29:00', (6, 3): '2021-01-01 23:30:00', (5, 3): '2021-01-01 23:31:00', (4, 3): '2021-01-01 23:32:00', (3, 3): '2021-01-01 23:33:00', (2, 3): '2021-01-01 23:34:00', (1, 3): '2021-01-01 23:35:00', (0, 3): '2021-01-01 23:36:00', (0, 4): '2021-01-01 23:37:00', (0, 5): '2021-01-01 23:38:00', (0, 6): '2021-01-01 23:39:00', (0, 7): '2021-01-01 23:40:00', (0, 8): '2021-01-01 23:41:00', (0, 9): '2021-01-01 23:42:00'}"
79,11,70,2021-01-02 08:54:00,20,54,3,"(1, 1)","(0, 7)",7,"[[1, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7]]","{(1, 1): '2021-01-02 08:54:00', (0, 1): '2021-01-02 08:55:00', (0, 2): '2021-01-02 08:56:00', (0, 3): '2021-01-02 08:57:00', (0, 4): '2021-01-02 08:58:00', (0, 5): '2021-01-02 08:59:00', (0, 6): '2021-01-02 09:00:00', (0, 7): '2021-01-02 09:01:00'}"
80,30,79,2021-01-01 13:59:00,1,59,1,"(0, 3)","(9, 7)",13,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7]]","{(0, 3): '2021-01-01 13:59:00', (1, 3): '2021-01-01 14:00:00', (2, 3): '2021-01-01 14:01:00', (3, 3): '2021-01-01 14:02:00', (4, 3): '2021-01-01 14:03:00', (5, 3): '2021-01-01 14:04:00', (6, 3): '2021-01-01 14:05:00', (7, 3): '2021-01-01 14:06:00', (8, 3): '2021-01-01 14:07:00', (9, 3): '2021-01-01 14:08:00', (9, 4): '2021-01-01 14:09:00', (9, 5): '2021-01-01 14:10:00', (9, 6): '2021-01-01 14:11:00', (9, 7): '2021-01-01 14:12:00'}"
81,47,90,2021-01-02 06:42:00,18,42,6,"(7, 4)","(0, 9)",12,"[[7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9]]","{(7, 4): '2021-01-02 06:42:00', (6, 4): '2021-01-02 06:43:00', (5, 4): '2021-01-02 06:44:00', (4, 4): '2021-01-02 06:45:00', (3, 4): '2021-01-02 06:46:00', (2, 4): '2021-01-02 06:47:00', (1, 4): '2021-01-02 06:48:00', (0, 4): '2021-01-02 06:49:00', (0, 5): '2021-01-02 06:50:00', (0, 6): '2021-01-02 06:51:00', (0, 7): '2021-01-02 06:52:00', (0, 8): '2021-01-02 06:53:00', (0, 9): '2021-01-02 06:54:00'}"
82,88,98,2021-01-01 13:02:00,1,2,1,"(8, 8)","(8, 9)",1,"[[8, 8], [8, 9]]","{(8, 8): '2021-01-01 13:02:00', (8, 9): '2021-01-01 13:03:00'}"
83,80,27,2021-01-01 14:01:00,2,1,3,"(0, 8)","(7, 2)",13,"[[0, 8], [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2]]","{(0, 8): '2021-01-01 14:01:00', (1, 8): '2021-01-01 14:02:00', (2, 8): '2021-01-01 14:03:00', (3, 8): '2021-01-01 14:04:00', (4, 8): '2021-01-01 14:05:00', (5, 8): '2021-01-01 14:06:00', (6, 8): '2021-01-01 14:07:00', (7, 8): '2021-01-01 14:08:00', (7, 7): '2021-01-01 14:09:00', (7, 6): '2021-01-01 14:10:00', (7, 5): '2021-01-01 14:11:00', (7, 4): '2021-01-01 14:12:00', (7, 3): '2021-01-01 14:13:00', (7, 2): '2021-01-01 14:14:00'}"
84,0,29,2021-01-01 21:15:00,9,15,4,"(0, 0)","(9, 2)",11,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [9, 1], [9, 2]]","{(0, 0): '2021-01-01 21:15:00', (1, 0): '2021-01-01 21:16:00', (2, 0): '2021-01-01 21:17:00', (3, 0): '2021-01-01 21:18:00', (4, 0): '2021-01-01 21:19:00', (5, 0): '2021-01-01 21:20:00', (6, 0): '2021-01-01 21:21:00', (7, 0): '2021-01-01 21:22:00', (8, 0): '2021-01-01 21:23:00', (9, 0): '2021-01-01 21:24:00', (9, 1): '2021-01-01 21:25:00', (9, 2): '2021-01-01 21:26:00'}"
85,53,40,2021-01-01 20:46:00,8,46,4,"(3, 5)","(0, 4)",4,"[[3, 5], [2, 5], [1, 5], [0, 5], [0, 4]]","{(3, 5): '2021-01-01 20:46:00', (2, 5): '2021-01-01 20:47:00', (1, 5): '2021-01-01 20:48:00', (0, 5): '2021-01-01 20:49:00', (0, 4): '2021-01-01 20:50:00'}"
86,97,86,2021-01-02 03:00:00,15,0,2,"(7, 9)","(6, 8)",2,"[[7, 9], [6, 9], [6, 8]]","{(7, 9): '2021-01-02 03:00:00', (6, 9): '2021-01-02 03:01:00', (6, 8): '2021-01-02 03:02:00'}"
87,23,87,2021-01-02 09:12:00,21,12,0,"(3, 2)","(7, 8)",10,"[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8]]","{(3, 2): '2021-01-02 09:12:00', (4, 2): '2021-01-02 09:13:00', (5, 2): '2021-01-02 09:14:00', (6, 2): '2021-01-02 09:15:00', (7, 2): '2021-01-02 09:16:00', (7, 3): '2021-01-02 09:17:00', (7, 4): '2021-01-02 09:18:00', (7, 5): '2021-01-02 09:19:00', (7, 6): '2021-01-02 09:20:00', (7, 7): '2021-01-02 09:21:00', (7, 8): '2021-01-02 09:22:00'}"
88,8,70,2021-01-01 13:59:00,1,59,2,"(8, 0)","(0, 7)",15,"[[8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [3, 0], [2, 0], [1, 0], [0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7]]","{(8, 0): '2021-01-01 13:59:00', (7, 0): '2021-01-01 14:00:00', (6, 0): '2021-01-01 14:01:00', (5, 0): '2021-01-01 14:02:00', (4, 0): '2021-01-01 14:03:00', (3, 0): '2021-01-01 14:04:00', (2, 0): '2021-01-01 14:05:00', (1, 0): '2021-01-01 14:06:00', (0, 0): '2021-01-01 14:07:00', (0, 1): '2021-01-01 14:08:00', (0, 2): '2021-01-01 14:09:00', (0, 3): '2021-01-01 14:10:00', (0, 4): '2021-01-01 14:11:00', (0, 5): '2021-01-01 14:12:00', (0, 6): '2021-01-01 14:13:00', (0, 7): '2021-01-01 14:14:00'}"
89,78,24,2021-01-01 18:18:00,6,18,3,"(8, 7)","(4, 2)",9,"[[8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2]]","{(8, 7): '2021-01-01 18:18:00', (7, 7): '2021-01-01 18:19:00', (6, 7): '2021-01-01 18:20:00', (5, 7): '2021-01-01 18:21:00', (4, 7): '2021-01-01 18:22:00', (4, 6): '2021-01-01 18:23:00', (4, 5): '2021-01-01 18:24:00', (4, 4): '2021-01-01 18:25:00', (4, 3): '2021-01-01 18:26:00', (4, 2): '2021-01-01 18:27:00'}"
90,46,31,2021-01-01 22:59:00,10,59,1,"(6, 4)","(1, 3)",6,"[[6, 4], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4], [1, 3]]","{(6, 4): '2021-01-01 22:59:00', (5, 4): '2021-01-01 23:00:00', (4, 4): '2021-01-01 23:01:00', (3, 4): '2021-01-01 23:02:00', (2, 4): '2021-01-01 23:03:00', (1, 4): '2021-01-01 23:04:00', (1, 3): '2021-01-01 23:05:00'}"
91,77,5,2021-01-01 16:44:00,4,44,2,"(7, 7)","(5, 0)",9,"[[7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0]]","{(7, 7): '2021-01-01 16:44:00', (6, 7): '2021-01-01 16:45:00', (5, 7): '2021-01-01 16:46:00', (5, 6): '2021-01-01 16:47:00', (5, 5): '2021-01-01 16:48:00', (5, 4): '2021-01-01 16:49:00', (5, 3): '2021-01-01 16:50:00', (5, 2): '2021-01-01 16:51:00', (5, 1): '2021-01-01 16:52:00', (5, 0): '2021-01-01 16:53:00'}"
92,35,61,2021-01-02 05:02:00,17,2,4,"(5, 3)","(1, 6)",7,"[[5, 3], [4, 3], [3, 3], [2, 3], [1, 3], [1, 4], [1, 5], [1, 6]]","{(5, 3): '2021-01-02 05:02:00', (4, 3): '2021-01-02 05:03:00', (3, 3): '2021-01-02 05:04:00', (2, 3): '2021-01-02 05:05:00', (1, 3): '2021-01-02 05:06:00', (1, 4): '2021-01-02 05:07:00', (1, 5): '2021-01-02 05:08:00', (1, 6): '2021-01-02 05:09:00'}"
93,55,98,2021-01-02 03:52:00,15,52,0,"(5, 5)","(8, 9)",7,"[[5, 5], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9]]","{(5, 5): '2021-01-02 03:52:00', (6, 5): '2021-01-02 03:53:00', (7, 5): '2021-01-02 03:54:00', (8, 5): '2021-01-02 03:55:00', (8, 6): '2021-01-02 03:56:00', (8, 7): '2021-01-02 03:57:00', (8, 8): '2021-01-02 03:58:00', (8, 9): '2021-01-02 03:59:00'}"
94,66,84,2021-01-02 11:50:00,23,50,3,"(6, 6)","(4, 8)",4,"[[6, 6], [5, 6], [4, 6], [4, 7], [4, 8]]","{(6, 6): '2021-01-02 11:50:00', (5, 6): '2021-01-02 11:51:00', (4, 6): '2021-01-02 11:52:00', (4, 7): '2021-01-02 11:53:00', (4, 8): '2021-01-02 11:54:00'}"
95,16,12,2021-01-02 03:17:00,15,17,6,"(6, 1)","(2, 1)",4,"[[6, 1], [5, 1], [4, 1], [3, 1], [2, 1]]","{(6, 1): '2021-01-02 03:17:00', (5, 1): '2021-01-02 03:18:00', (4, 1): '2021-01-02 03:19:00', (3, 1): '2021-01-02 03:20:00', (2, 1): '2021-01-02 03:21:00'}"
96,30,29,2021-01-02 02:05:00,14,5,5,"(0, 3)","(9, 2)",10,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 2]]","{(0, 3): '2021-01-02 02:05:00', (1, 3): '2021-01-02 02:06:00', (2, 3): '2021-01-02 02:07:00', (3, 3): '2021-01-02 02:08:00', (4, 3): '2021-01-02 02:09:00', (5, 3): '2021-01-02 02:10:00', (6, 3): '2021-01-02 02:11:00', (7, 3): '2021-01-02 02:12:00', (8, 3): '2021-01-02 02:13:00', (9, 3): '2021-01-02 02:14:00', (9, 2): '2021-01-02 02:15:00'}"
97,60,57,2021-01-02 00:01:00,12,1,6,"(0, 6)","(7, 5)",8,"[[0, 6], [1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [7, 5]]","{(0, 6): '2021-01-02 00:01:00', (1, 6): '2021-01-02 00:02:00', (2, 6): '2021-01-02 00:03:00', (3, 6): '2021-01-02 00:04:00', (4, 6): '2021-01-02 00:05:00', (5, 6): '2021-01-02 00:06:00', (6, 6): '2021-01-02 00:07:00', (7, 6): '2021-01-02 00:08:00', (7, 5): '2021-01-02 00:09:00'}"
98,75,89,2021-01-01 17:17:00,5,17,5,"(5, 7)","(9, 8)",5,"[[5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8]]","{(5, 7): '2021-01-01 17:17:00', (6, 7): '2021-01-01 17:18:00', (7, 7): '2021-01-01 17:19:00', (8, 7): '2021-01-01 17:20:00', (9, 7): '2021-01-01 17:21:00', (9, 8): '2021-01-01 17:22:00'}"
99,66,82,2021-01-01 15:02:00,3,2,1,"(6, 6)","(2, 8)",6,"[[6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [2, 7], [2, 8]]","{(6, 6): '2021-01-01 15:02:00', (5, 6): '2021-01-01 15:03:00', (4, 6): '2021-01-01 15:04:00', (3, 6): '2021-01-01 15:05:00', (2, 6): '2021-01-01 15:06:00', (2, 7): '2021-01-01 15:07:00', (2, 8): '2021-01-01 15:08:00'}"
100,23,64,2021-01-01 18:56:00,6,56,6,"(3, 2)","(4, 6)",5,"[[3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]]","{(3, 2): '2021-01-01 18:56:00', (4, 2): '2021-01-01 18:57:00', (4, 3): '2021-01-01 18:58:00', (4, 4): '2021-01-01 18:59:00', (4, 5): '2021-01-01 19:00:00', (4, 6): '2021-01-01 19:01:00'}"
101,88,9,2021-01-02 11:35:00,23,35,2,"(8, 8)","(9, 0)",9,"[[8, 8], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2], [9, 1], [9, 0]]","{(8, 8): '2021-01-02 11:35:00', (9, 8): '2021-01-02 11:36:00', (9, 7): '2021-01-02 11:37:00', (9, 6): '2021-01-02 11:38:00', (9, 5): '2021-01-02 11:39:00', (9, 4): '2021-01-02 11:40:00', (9, 3): '2021-01-02 11:41:00', (9, 2): '2021-01-02 11:42:00', (9, 1): '2021-01-02 11:43:00', (9, 0): '2021-01-02 11:44:00'}"
102,69,25,2021-01-02 11:04:00,23,4,5,"(9, 6)","(5, 2)",8,"[[9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2]]","{(9, 6): '2021-01-02 11:04:00', (8, 6): '2021-01-02 11:05:00', (7, 6): '2021-01-02 11:06:00', (6, 6): '2021-01-02 11:07:00', (5, 6): '2021-01-02 11:08:00', (5, 5): '2021-01-02 11:09:00', (5, 4): '2021-01-02 11:10:00', (5, 3): '2021-01-02 11:11:00', (5, 2): '2021-01-02 11:12:00'}"
103,29,45,2021-01-02 06:51:00,18,51,0,"(9, 2)","(5, 4)",6,"[[9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [5, 3], [5, 4]]","{(9, 2): '2021-01-02 06:51:00', (8, 2): '2021-01-02 06:52:00', (7, 2): '2021-01-02 06:53:00', (6, 2): '2021-01-02 06:54:00', (5, 2): '2021-01-02 06:55:00', (5, 3): '2021-01-02 06:56:00', (5, 4): '2021-01-02 06:57:00'}"
104,84,87,2021-01-02 05:11:00,17,11,6,"(4, 8)","(7, 8)",3,"[[4, 8], [5, 8], [6, 8], [7, 8]]","{(4, 8): '2021-01-02 05:11:00', (5, 8): '2021-01-02 05:12:00', (6, 8): '2021-01-02 05:13:00', (7, 8): '2021-01-02 05:14:00'}"
105,43,84,2021-01-02 02:14:00,14,14,5,"(3, 4)","(4, 8)",5,"[[3, 4], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8]]","{(3, 4): '2021-01-02 02:14:00', (4, 4): '2021-01-02 02:15:00', (4, 5): '2021-01-02 02:16:00', (4, 6): '2021-01-02 02:17:00', (4, 7): '2021-01-02 02:18:00', (4, 8): '2021-01-02 02:19:00'}"
106,15,59,2021-01-01 12:10:00,0,10,2,"(5, 1)","(9, 5)",8,"[[5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [9, 2], [9, 3], [9, 4], [9, 5]]","{(5, 1): '2021-01-01 12:10:00', (6, 1): '2021-01-01 12:11:00', (7, 1): '2021-01-01 12:12:00', (8, 1): '2021-01-01 12:13:00', (9, 1): '2021-01-01 12:14:00', (9, 2): '2021-01-01 12:15:00', (9, 3): '2021-01-01 12:16:00', (9, 4): '2021-01-01 12:17:00', (9, 5): '2021-01-01 12:18:00'}"
107,39,81,2021-01-01 22:55:00,10,55,5,"(9, 3)","(1, 8)",13,"[[9, 3], [8, 3], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8]]","{(9, 3): '2021-01-01 22:55:00', (8, 3): '2021-01-01 22:56:00', (7, 3): '2021-01-01 22:57:00', (6, 3): '2021-01-01 22:58:00', (5, 3): '2021-01-01 22:59:00', (4, 3): '2021-01-01 23:00:00', (3, 3): '2021-01-01 23:01:00', (2, 3): '2021-01-01 23:02:00', (1, 3): '2021-01-01 23:03:00', (1, 4): '2021-01-01 23:04:00', (1, 5): '2021-01-01 23:05:00', (1, 6): '2021-01-01 23:06:00', (1, 7): '2021-01-01 23:07:00', (1, 8): '2021-01-01 23:08:00'}"
